NUMBER,TRAD,SIMPL,PINYIN,SEMANTIC,FORM-CHAR,Old-Chinese,FORM-MECH,TITLE,PoemGroup,LINE,TRANSLATION,ZDIC,RICCI,,,,,
593,慇慇,殷殷,yīnyīn,FEELING,AA,,REDUPLICATION,桑 柔,DaYa,憂心慇慇、念我土宇。,The grief of my heart is extreme, And I dwell on [the condition of] our territory.,憂傷、哀痛的樣子。詩經．小雅．正月：「念我獨兮，憂心慇慇。」,,,,,
592,慇慇,殷殷,yīnyīn,FEELING,AA,,REDUPLICATION,正 月,XiaoYa,念我獨兮、憂心慇慇。,When I think of my solitariness, My sorrowing heart is full of distress.,憂傷、哀痛的樣子。詩經．小雅．正月：「念我獨兮，憂心慇慇。」,,,,,
723,殷殷,殷殷,yīnyīn,FEELING,AA,,REDUPLICATION,北 門,GuoFeng,自北門、憂心殷殷。,I go out at the north gate, With my heart full of sorrow.,1. 眾多、盛大的樣子。史記．卷六十九．蘇秦傳：「人民之眾、車馬之多，日夜行不絕，輷輷殷殷，若有三軍之眾。」2.懇切的樣子。如：「殷殷盼望」、「殷殷叮囑」。3.憂傷、哀痛的樣子。詩經．邶風．北門：「出自北門，憂心殷殷。終窶且貧，莫知我艱。」4. 狀聲詞。形容雷聲。文選．司馬相如．長門賦：「雷殷殷而響起兮，聲象君之車音。」宋．陸游．寶劍吟：「幽人枕寶劍，殷殷夜有聲。」,,,,,
597,翼翼,翼翼,yìyì,EVALUATION,AA,,REDUPLICATION,常 武,DaYa,如川之流、緜緜翼翼、,Rolling on like a stream; Continuous and orderly;,1. 健壯的樣子。詩經．小雅．采芑：「四騏翼翼，路車有奭。」2. 恭敬謹慎的樣子。詩經．大雅．大明：「維此文王，小心翼翼，昭事上帝，聿懷多福。」3. 繁盛的樣子。詩經．小雅．楚茨：「我黍與與，我稷翼翼。」,,,,,,
595,翼翼,翼翼,yìyì,EVALUATION,AA,,REDUPLICATION,大 明,DaYa,維此文王、小心翼翼。,This king Wen, Watchfully and reverently,,1. 健壯的樣子。詩經．小雅．采芑：「四騏翼翼，路車有奭。」2. 恭敬謹慎的樣子。詩經．大雅．大明：「維此文王，小心翼翼，昭事上帝，聿懷多福。」3. 繁盛的樣子。詩經．小雅．楚茨：「我黍與與，我稷翼翼。」,,,,
599,抑抑,抑抑,yìyì,EVALUATION,AA,,REDUPLICATION,賓 之 初 筵,XiaoYa,其未醉止、威儀抑抑。,Before they have drunk too much, Their deportment is cautious and grave:,1. 慎密美好的樣子。詩經．小雅．賓之初筵：「其未醉止，威儀抑抑。」詩經．大雅．假樂：「威儀抑抑，德音秩秩。」2. 憂鬱的樣子。宋．陳傅良．寄題陳同甫抱膝亭詩：「此意太勞勞，此身長抑抑。」,,,,,
594,翼翼,翼翼,yìyì,EVALUATION,AA,,REDUPLICATION,文 王,DaYa,世之不顯、厥猶翼翼。,They shall be illustrious from age to age, Zealously and reverently pursuing their plans.,1. 健壯的樣子。詩經．小雅．采芑：「四騏翼翼，路車有奭。」2. 恭敬謹慎的樣子。詩經．大雅．大明：「維此文王，小心翼翼，昭事上帝，聿懷多福。」3. 繁盛的樣子。詩經．小雅．楚茨：「我黍與與，我稷翼翼。」,,,,,
601,抑抑,抑抑,yìyì,EVALUATION,AA,,REDUPLICATION,抑,DaYa,抑抑威儀、維德之隅。,An outward demeanour, cautious and grave, Is an indication of the [inward] virtue.,1. 慎密美好的樣子。詩經．小雅．賓之初筵：「其未醉止，威儀抑抑。」詩經．大雅．假樂：「威儀抑抑，德音秩秩。」2. 憂鬱的樣子。宋．陳傅良．寄題陳同甫抱膝亭詩：「此意太勞勞，此身長抑抑。」,,,,
600,抑抑,抑抑,yìyì,EVALUATION,AA,,REDUPLICATION,假 樂,DaYa,威儀抑抑、德音秩秩。,[May they] manifest all self-restraint in deportment, And their virtuous fame be without fail!,1. 慎密美好的樣子。詩經．小雅．賓之初筵：「其未醉止，威儀抑抑。」詩經．大雅．假樂：「威儀抑抑，德音秩秩。」2. 憂鬱的樣子。宋．陳傅良．寄題陳同甫抱膝亭詩：「此意太勞勞，此身長抑抑。」,,,,,
598,翼翼,翼翼,yìyì,EVALUATION,AA,,REDUPLICATION,殷 武 ,ShangSong,商邑翼翼、四方之極。,The capital of Shang was full of order, The model for all parts of the kingdom,,1. 健壯的樣子。詩經．小雅．采芑：「四騏翼翼，路車有奭。」2. 恭敬謹慎的樣子。詩經．大雅．大明：「維此文王，小心翼翼，昭事上帝，聿懷多福。」3. 繁盛的樣子。詩經．小雅．楚茨：「我黍與與，我稷翼翼。」,,,,
596,翼翼,翼翼,yìyì,EVALUATION,AA,,REDUPLICATION,烝 民 ,DaYa,令儀令色、小心翼翼。,Good is his deportment; good his looks; The lessons of antiquity are his law;,1. 健壯的樣子。詩經．小雅．采芑：「四騏翼翼，路車有奭。」2. 恭敬謹慎的樣子。詩經．大雅．大明：「維此文王，小心翼翼，昭事上帝，聿懷多福。」3. 繁盛的樣子。詩經．小雅．楚茨：「我黍與與，我稷翼翼。」,,,,,,
602,逸逸,逸逸,yìyì,MOVEMENT,AA,,REDUPLICATION,賓 之 初 筵,XiaoYa,鐘鼓既設、舉醻逸逸。,The bells and drums are properly arranged; And they raise their pledge-cups with order and ease.,往來有次序的樣子。詩經．小雅．賓之初筵：「鍾鼓既設，舉醻逸逸。」,,,,,,
606,曀曀,曀曀,yìyì,VISUAL,AA,,REDUPLICATION,終 風,GuoFeng,曀曀其陰、虺虺其靁。,All cloudy is the darkness, And the thunder keeps muttering.,天色陰沉的樣子。詩經．邶風．終風：「曀曀其陰，虺虺其靁。」後漢書．卷二十八下．馮衍傳：「日曀曀其將暮兮，獨於邑而煩惑。」,,,,,
604,翼翼,翼翼,yìyì,VISUAL,AA,,REDUPLICATION,信 南 山,XiaoYa,疆場翼翼、黍稷彧彧。,The boundaries and smaller divisions are nicely adjusted, And the millets yield abundant crops,,1. 健壯的樣子。詩經．小雅．采芑：「四騏翼翼，路車有奭。」2. 恭敬謹慎的樣子。詩經．大雅．大明：「維此文王，小心翼翼，昭事上帝，聿懷多福。」3. 繁盛的樣子。詩經．小雅．楚茨：「我黍與與，我稷翼翼。」,,,,
603,翼翼,翼翼,yìyì,VISUAL,AA,,REDUPLICATION,楚 茨 ,XiaoYa,我黍與與、我稷翼翼。,That our millet might be abundant, And our sacrificial millet luxuriant.,1. 健壯的樣子。詩經．小雅．采芑：「四騏翼翼，路車有奭。」2. 恭敬謹慎的樣子。詩經．大雅．大明：「維此文王，小心翼翼，昭事上帝，聿懷多福。」3. 繁盛的樣子。詩經．小雅．楚茨：「我黍與與，我稷翼翼。」,,,,,
605,翼翼,翼翼,yìyì,VISUAL,AA,,REDUPLICATION,緜,DaYa,其繩則直、縮版以載、作廟翼翼。,"With the line they made everything straight; They bound the frame-boards tight, so that they should rise regularly. Uprose the ancestral temple in its solemn grandeur.",1. 健壯的樣子。詩經．小雅．采芑：「四騏翼翼，路車有奭。」2. 恭敬謹慎的樣子。詩經．大雅．大明：「維此文王，小心翼翼，昭事上帝，聿懷多福。」3. 繁盛的樣子。詩經．小雅．楚茨：「我黍與與，我稷翼翼。」,,,,,,
607,翼翼,翼翼,yìyì,VISUAL+EVALUATION,AA,,REDUPLICATION,采 薇,XiaoYa,四牡翼翼、象弭魚服。,"The four steeds move regularly, like wings; There are the bow with its ivory ends, and the seal-skin quiver.",1. 健壯的樣子。詩經．小雅．采芑：「四騏翼翼，路車有奭。」2. 恭敬謹慎的樣子。詩經．大雅．大明：「維此文王，小心翼翼，昭事上帝，聿懷多福。」3. 繁盛的樣子。詩經．小雅．楚茨：「我黍與與，我稷翼翼。」,,,,,,
608,翼翼,翼翼,yìyì,VISUAL+EVALUATION,AA,,REDUPLICATION,采 芑,XiaoYa,方叔率止、乘其四騏、四騏翼翼。,Fang Shu led them on, In his carriage drawn by four piebalds, Four piebalds orderly moving.,1. 健壯的樣子。詩經．小雅．采芑：「四騏翼翼，路車有奭。」2. 恭敬謹慎的樣子。詩經．大雅．大明：「維此文王，小心翼翼，昭事上帝，聿懷多福。」3. 繁盛的樣子。詩經．小雅．楚茨：「我黍與與，我稷翼翼。」,,,,
609,依依,依依,yīyī,VISUAL,AA,,REDUPLICATION,采 薇,XiaoYa,昔我往矣、楊柳依依。,"At first, when we set out, The willows were fresh and green;",1. 枝葉柔弱的樣子。詩經．小雅．采薇：「昔我往矣，楊柳依依；今我來思，雨雪霏霏。」2.留戀不捨的樣子。唐．王維．渭川田家詩：「田夫荷鋤至，相見語依依。」3.如：「依依不捨」。4.想念、思慕。文選．李陵．答蘇武書：「望風懷想，能不依依。」5.依稀、隱約。晉．陶淵明．歸園田居詩五首之一：「曖曖遠人村，依依墟里煙。」,,,,,,
610,顒顒,颙颙,yóng yóng,EVALUATION,AA,,REDUPLICATION,卷 阿,DaYa,顒顒卬卬、如圭如璋、令聞令望。,Full of dignity and majesty [are they], Like a jade-mace [in its purity], The subject of praise, the contemplation of hope.,1. 溫和的樣子。詩經．大雅．卷阿：「顒顒卬卬，如圭如璋，令聞令望。」2.仰慕的樣子。淮南子．俶真：「是故聖人呼吸陰陽之氣，而群生莫不顒顒然。」3.波高的樣子。文選．枚乘．七發：「顒顒卬卬，椐椐彊彊。」,,,
611,雝雝,雍雍,yōng yōng,SOUND,AA,,REDUPLICATION,匏 有 苦 葉 ,GuoFeng,雝雝鳴鴈、旭日始旦。,The wild goose, with its harmonious notes, At sunrise, with the earliest dawn,,和諧的樣子。亦作「雍雍」。近雍熙。詩經．大雅．思齊：「雝雝在宮，肅肅在朝。」,"Harmonieux; mélodieux (en parl. des sons de la musique, du chant des oiseaux).",
613,雝雝,雍雍,yōng yōng,SOUND,AA,,REDUPLICATION,卷 阿,DaYa,菶菶萋萋、雝雝喈喈。,They grow luxuriantly; And harmoniously the notes resound.,和諧的樣子。亦作「雍雍」。近雍熙。詩經．大雅．思齊：「雝雝在宮，肅肅在朝。」,"Harmonieux; mélodieux (en parl. des sons de la musique, du chant des oiseaux).",,,,,
612,雝雝,雍雍,yōng yōng,SOUND,AA,,REDUPLICATION,蓼 蕭,XiaoYa,和鸞雝雝、萬福攸同。,With the bells tinkling on their cross-boards and bits. May all happiness gather upon them.,和諧的樣子。亦作「雍雍」。近雍熙。詩經．大雅．思齊：「雝雝在宮，肅肅在朝。」,"Harmonieux; mélodieux (en parl. des sons de la musique, du chant des oiseaux).",,,,,
614,雝雝,雍雍,yōng yōng,SOUND,AA,,REDUPLICATION,雝,ZhouSong,有來雝雝、至止肅肅。,"They come full of harmony; They are here, in all gravity;",和諧的樣子。亦作「雍雍」。近雍熙。詩經．大雅．思齊：「雝雝在宮，肅肅在朝。」,"Harmonieux; mélodieux (en parl. des sons de la musique, du chant des oiseaux).",,,,,
615,雝雝,雍雍,yōng yōng,SOUND+VISUAL,AA,,REDUPLICATION,思 齊,DaYa,雝雝在宮、肅肅在廟。,Full of harmony was he in his palace; Full of reverence in the ancestral temple.,和諧的樣子。亦作「雍雍」。近雍熙。詩經．大雅．思齊：「雝雝在宮，肅肅在朝。」,"Harmonieux; mélodieux (en parl. des sons de la musique, du chant des oiseaux).",,,,,
616,遊敖/遊遨,游敖/游遨,yóu áo/yóu áo,MOVEMENT,AB,*[ɢ](r)u *ŋˤaw,DIFFERENT,載 驅,GuoFeng,魯道有蕩、齊子遊遨。,The way from Lu is easy and plain, And the daughter of Qi proceeds at her ease.,,,,,,
617,游衍,游衍,yóu yǎn,MOVEMENT,AB,*[N-]ru *N-q(r)anʔ,ASSONANCE,板,DaYa,昊天曰旦、及爾游衍。,Great Heaven is clear-seeing, And is with you in your wandering and indulgences.,恣意縱遊。詩經．大雅．板：「昊天曰旦，及爾游衍。」唐．王維．桃源行：「出洞無論隔山水，辭家終擬長游衍。」,,,,,
780,優優,优优,yōu yōu,EVALUATION,AA,,REDUPLICATION,長 發,ShangSong,敷政優優、百祿是遒。,Gently he spread his instructions abroad, And all dignities and riches were concentrated in him.,1. 和樂的樣子。詩經．商頌．長發：「敷政優優，百祿是遒。」2. 寬裕的樣子。禮記．中庸：「優優大哉，禮儀三百，威儀三千。」,,,,,
618,悠悠,悠悠,yōu yōu,FEELING,AA,*liw liw,REDUPLICATION,子 衿,GuoFeng,青青子衿、悠悠我心。,O you, with the blue collar, Prolonged is the anxiety of my heart.,1. 安閒暇適的樣子。唐．王勃．滕王閣詩：「閒雲潭影日悠悠，物換星移幾度秋。」2. 憂思的樣子。詩經．鄭風．子矜：「青青子矜，悠悠我心。」3. 眇遠無盡的樣子。詩經．鄘風．載馳：「驅馬悠悠，言至于漕。」唐．陳子昂．登幽州臺歌：「念天地之悠悠，獨愴然而涕下。」4. 眾多。後漢書．卷四十三．朱穆傳：「記短則兼折其長，貶惡則并伐其善。悠悠者皆是，其可稱乎！」5. 行走的樣子。詩經．小雅．黍苗：「悠悠南行，召伯勞之。」6. 荒謬不合事理。晉書．卷六十五．王導傳：「悠悠之談，宜絕智者之口。」聊齋志異．卷二．紅玉：「然官宰悠悠，豎人毛髮。」,,,,
619,悠悠,悠悠,yōu yōu,TIME+FEELING,AA,*liw liw,REDUPLICATION,子 衿,GuoFeng,青青子佩、悠悠我思。,O you with the blue [strings to your] girdle-gems, Long, long do I think of you.,1. 安閒暇適的樣子。唐．王勃．滕王閣詩：「閒雲潭影日悠悠，物換星移幾度秋。」2. 憂思的樣子。詩經．鄭風．子矜：「青青子矜，悠悠我心。」3. 眇遠無盡的樣子。詩經．鄘風．載馳：「驅馬悠悠，言至于漕。」唐．陳子昂．登幽州臺歌：「念天地之悠悠，獨愴然而涕下。」4. 眾多。後漢書．卷四十三．朱穆傳：「記短則兼折其長，貶惡則并伐其善。悠悠者皆是，其可稱乎！」5. 行走的樣子。詩經．小雅．黍苗：「悠悠南行，召伯勞之。」6. 荒謬不合事理。晉書．卷六十五．王導傳：「悠悠之談，宜絕智者之口。」聊齋志異．卷二．紅玉：「然官宰悠悠，豎人毛髮。」,,,,
623,悠悠,悠悠,yōu yōu,TIME,AA,*liw liw,REDUPLICATION,干 旄,GuoFeng,驅馬悠悠、言至于漕。,I would have urged them all the long way, Till I arrived at Cao.,1. 安閒暇適的樣子。唐．王勃．滕王閣詩：「閒雲潭影日悠悠，物換星移幾度秋。」2. 憂思的樣子。詩經．鄭風．子矜：「青青子矜，悠悠我心。」3. 眇遠無盡的樣子。詩經．鄘風．載馳：「驅馬悠悠，言至于漕。」唐．陳子昂．登幽州臺歌：「念天地之悠悠，獨愴然而涕下。」4. 眾多。後漢書．卷四十三．朱穆傳：「記短則兼折其長，貶惡則并伐其善。悠悠者皆是，其可稱乎！」5. 行走的樣子。詩經．小雅．黍苗：「悠悠南行，召伯勞之。」6. 荒謬不合事理。晉書．卷六十五．王導傳：「悠悠之談，宜絕智者之口。」聊齋志異．卷二．紅玉：「然官宰悠悠，豎人毛髮。」,,,,,
626,悠悠,悠悠,yōu yōu,TIME,AA,*liw liw,REDUPLICATION,黍 苗,XiaoYa,悠悠南行、召伯勞之。,Very long was our journey to the south, But the earl of Shao encouraged and cheered us.,1. 安閒暇適的樣子。唐．王勃．滕王閣詩：「閒雲潭影日悠悠，物換星移幾度秋。」2. 憂思的樣子。詩經．鄭風．子矜：「青青子矜，悠悠我心。」3. 眇遠無盡的樣子。詩經．鄘風．載馳：「驅馬悠悠，言至于漕。」唐．陳子昂．登幽州臺歌：「念天地之悠悠，獨愴然而涕下。」4. 眾多。後漢書．卷四十三．朱穆傳：「記短則兼折其長，貶惡則并伐其善。悠悠者皆是，其可稱乎！」5. 行走的樣子。詩經．小雅．黍苗：「悠悠南行，召伯勞之。」6. 荒謬不合事理。晉書．卷六十五．王導傳：「悠悠之談，宜絕智者之口。」聊齋志異．卷二．紅玉：「然官宰悠悠，豎人毛髮。」,,,,,
625,悠悠,悠悠,yōu yōu,TIME,AA,*liw liw,REDUPLICATION,車 攻,XiaoYa,蕭蕭馬鳴、悠悠旆旌。,"As if at their ease, the horses neighed, Long and slow moved the line of pennons and banners;",1. 安閒暇適的樣子。唐．王勃．滕王閣詩：「閒雲潭影日悠悠，物換星移幾度秋。」2. 憂思的樣子。詩經．鄭風．子矜：「青青子矜，悠悠我心。」3. 眇遠無盡的樣子。詩經．鄘風．載馳：「驅馬悠悠，言至于漕。」唐．陳子昂．登幽州臺歌：「念天地之悠悠，獨愴然而涕下。」4. 眾多。後漢書．卷四十三．朱穆傳：「記短則兼折其長，貶惡則并伐其善。悠悠者皆是，其可稱乎！」5. 行走的樣子。詩經．小雅．黍苗：「悠悠南行，召伯勞之。」6. 荒謬不合事理。晉書．卷六十五．王導傳：「悠悠之談，宜絕智者之口。」聊齋志異．卷二．紅玉：「然官宰悠悠，豎人毛髮。」,,,,,,
620,悠悠,悠悠,yōu yōu,TIME,AA,*liw liw,REDUPLICATION,終 風,GuoFeng,莫往莫來、悠悠我思。,But] he neither goes nor comes. Long, long, do I think of him.,1. 安閒暇適的樣子。唐．王勃．滕王閣詩：「閒雲潭影日悠悠，物換星移幾度秋。」2. 憂思的樣子。詩經．鄭風．子矜：「青青子矜，悠悠我心。」3. 眇遠無盡的樣子。詩經．鄘風．載馳：「驅馬悠悠，言至于漕。」唐．陳子昂．登幽州臺歌：「念天地之悠悠，獨愴然而涕下。」4. 眾多。後漢書．卷四十三．朱穆傳：「記短則兼折其長，貶惡則并伐其善。悠悠者皆是，其可稱乎！」5. 行走的樣子。詩經．小雅．黍苗：「悠悠南行，召伯勞之。」6. 荒謬不合事理。晉書．卷六十五．王導傳：「悠悠之談，宜絕智者之口。」聊齋志異．卷二．紅玉：「然官宰悠悠，豎人毛髮。」,,,,
