type,item,meaning,example
,闃然,2.寂靜貌。  ,  唐 裴鉶 《傳奇‧崑侖奴》： “侍衛皆寢， 鄰近闃然。” 
,闃若,1.寂靜貌。 ,  清 陳維崧 《解連環‧奕用＜片玉詞＞韻》詞： “花陰半庭闃若， 漸局中爭劫， 枰上侵角。” 
,闇藹,1.枝葉茂盛貌。 ; 2.眾多貌。  ,  戰國 楚 宋玉 《高唐賦》： “榛林鬱盛， 葩華覆蓋， 雙椅垂房， 糾枝還會。 徙靡澹淡， 隨波闇藹， 東西施翼， 猗狔豐沛。” ; 《文選‧揚雄＜羽獵賦＞》： “車騎雲會， 登降闇藹。” 
,闇闇,3.稠密貌。  ; 4.隱晦貌。  ,  唐 杜甫 《宴胡侍御書堂》詩： “闇闇書籍滿， 輕輕花絮飛。” ;   明 唐順之 《俞孺人傳》： “ 鈿 為人愿而善藏， 其居眾中退然不見辭色， 而其介然有所不為。 既訓導於常， 亦闇闇不自標幟。”
,闌單,1.亦作“ 闌殫 ”。 疲軟委頓貌。 ; 2.破碎貌。  ,  唐 鄭棨 《開天傳信記》： “適有人獻 瑰 （ 蘇瑰 ）兔， 懸於廊廡間。  ;   唐 劉知幾 《史通‧二體》： “必情有所吝， 不加刊削， 則 漢 氏之志傳百卷， 併列於十二紀中， 將恐碎瑣多蕪， 闌單失力者矣。” 
,闌干,1.橫斜貌。 ; 3.縱橫散亂貌；交錯雜亂貌。  ,  三國 魏 曹植 《善哉行》： “月沒參橫， 北斗闌干。” ;   漢 趙曄 《吳越春秋‧勾踐入臣外傳》： “王與夫人歎曰： ‘吾已絕望， 永辭萬民， 豈料再還， 重復鄉國。 ’言竟掩面， 涕泣闌干。” 
,闒,5.垂下貌。  ,  明 孫柚 《琴心記‧夜亡成都》： “簪兒垂， 雲鬢闒。” 
,闓懌,1.和樂貌。  ,《漢書‧司馬相如傳下》： “昆蟲闓懌， 回首面內。” 
,闕然,1.間斷貌；延擱貌。 ,《莊子‧盜跖》： “﹝ 孔子 ﹞歸到 魯 東門外， 適遇 柳下季 。  
,闖,1.出頭貌。  ,  唐 韓愈 《南山詩》： “喁喁魚闖萍， 落落月經宿。” 
,阡,6.通“ 芊 ”。 茂密貌。 參見“ 阡阡 ”、“ 阡眠 ”。,NA
,阿,15.通“ 婀 ”。 柔美貌。  ,《詩‧小雅‧隰桑》： “隰桑有阿， 其葉有難。” 
,阿那,1.柔弱貌；柔美貌。 阿， 通“ 婀 ”。 ; 2.舒徐貌。 阿， 通“ 婀 ”。  ; 3.茂盛貌。 阿， 通“ 婀 ”。  ,《文選‧張衡＜南都賦＞》： “阿那蓊茸， 風靡雲披。” ; 《文選‧王褒＜洞簫賦＞》： “其奏歡娛， 則莫不憚漫衍凱， 阿那腲腇者也。” ; 《文選‧王延壽＜魯靈光殿賦＞》： “朱桂黝鯈於南北， 蘭芝阿那於東西。” 
,陀,1.不平貌。  ,  漢 司馬相如 《子虛賦》： “罷池陂陀， 下屬江河。” 
,陝,2.通“ 閃 ”。 不定貌。 參見“ 陝輸 ”。  ,NA
,陝輸,1.不定貌。 陝， 通“ 閃 ”。 ,《後漢書‧列女傳‧曹世叔妻》： “若夫動靜輕脫， 視聽陝輸， 入則亂髮壞形， 出則窈窕作態， 此謂不能專心正色矣。” 
,陣,7.成群結隊貌。  ,《醒世姻緣傳》第七六回： “如今這一班礙眼的冤家躲避的清清凈凈， 他便再有甚麼顧忌， 任意所為， 就如風狂的相似， 不止于養活 侯 張 兩個道婆在家， 引類呼朋， 加 周龍皋 老婆， 白姑子 之類， 陣進陣出。” 
,陰,22.臉色陰沉不悅貌。  ,  王潤滋 《賣蟹》： “瘦老漢不肯走， 使胖同志大為不悅， 臉一下子陰了。” 
,陰岑,3.深邃貌。  ,  南朝 陳 徐陵《＜玉臺新詠＞序》： “既而椒宮宛轉， 柘館陰岑。” 
,陰慘,4.陰森貌。  ,《初刻拍案驚奇》卷九： “只見樹木陰慘， 境界荒涼。”
,陰映,1.深邃貌。 ,《文選‧孫綽＜游天台山賦＞》： “朱闕玲瓏於林間， 玉堂陰映於高隅。” 
,陰潛,1.幽深貌。 ,《文選‧揚雄＜甘泉賦＞》： “下陰潛以慘廩兮， 上洪紛而相錯。” 
,陰鬱,1.盛貌。 ,  唐 元稹 《蟲豸詩》序： “又數年， 司馬通州郡， 通 之地， 叢穢卑褊， 烝瘴陰鬱。 焰為蟲蛇， 備有辛螫。” 
,陵,13.戰慄貌。  ,  漢 劉向 《說苑‧善說》： “夫登高臨危而目不眴而足不陵者， 此工匠之勇悍也。” 
,陵厲,2.蜿蜒貌。  ; 3.咄咄逼人貌。  ,  三國 魏 曹植 《九詠》： “冠北辰兮岌峨， 帶長虹兮陵厲。” ; 《南史‧沈慶之傳》： “每從游幸及校獵， 據鞍陵厲， 不異少壯。” 
,陵夷,1.山坡緩平貌。 ,  漢 桓寬 《鹽鐵論‧詔聖》： “故峻則 樓季 難三刃， 陵夷則牧豎易山巔。” 
,陵競,3.戒懼貌。 小心謹慎貌。  ,《宋書‧夷蠻傳‧天竺迦毗黎國》： “苦節以要厲精之譽， 護法以展陵競之情， 悲矣。”
,陶,7.火盛貌。  ; 12.廣大貌。 參見“ 陶陶 ”。  ; 13.醉貌。 參見“ 陶陶 ”。  ; 2.相隨行貌。 參見“ 陶陶遂遂 ”。  ; 3.漫長貌。 參見“ 陶陶 ”。  ,《後漢書‧張衡傳》： “躋日中于 昆吾 兮， 憩炎天之所陶。” ; NA; NA; NA; NA
,陷滯,1.鬱結不通貌。 ,《楚辭‧九章‧思美人》： “蹇蹇之煩冤兮， 陷滯而不發。” 
,陸陸,1.猶碌碌。 無所作為貌。 ,《後漢書‧馬援傳》： “ 季孟 （ 隗囂 字）嘗折愧 子陽 （ 公孫述 字）而不受其爵， 今更共陸陸， 欲往附之， 將難為顏乎？” 李賢 注： “陸陸猶碌碌也。” 
,陽遂,1.清暢通達貌。 ,《文選‧王褒＜洞簫賦＞》： “被淋灑其靡靡兮， 時橫潰以陽遂。” 
,隆崇,1.高聳貌。 ,  北魏 酈道元 《水經注‧濟水》： “ 召公 大賢， 猶舍甘棠， 區區小國， 而臺觀隆崇， 驕盈於世。” 
,隤,8.柔順貌。 參見“ 隤然 ”。  ,NA
,隤然,1.柔順隨和貌。 ; 3.衰頹貌。  ; 4.沉醉貌。  ,《易‧繫辭下》： “夫《坤》， 隤然示人簡矣。” ;   唐 柳宗元 《舜禹之事》： “而 堯 隤然， 聾其聰， 昏其明， 愚其聖。” ;   宋 沈遘 《次韻和鞠顏叔游山》： “且共隤然醉， 誰知是閉關。”
,隨波逐浪,2.顛沛貌。  ,  唐 白居易 《浪淘沙》詞之六： “隨波逐浪到天涯， 遷客生還有幾家？” 
,隱,15.威重貌。  ,《後漢書‧吳漢傳》： “ 吳公 差彊人意， 隱若一敵國矣。” 
,隱憫,2.憂嘆貌。  ,《文選‧顏延之＜北使洛＞詩》： “隱憫徒御悲， 威遲良馬煩。” 
,隱曖,1.指草木濃盛茂密貌。 ,  南朝 宋 謝莊 《游豫章西觀洪崖井》詩： “隱曖松霞被， 容與澗煙移。” 
,隱約,3.依稀不明貌。  ,  南朝 梁 何遜 《初發新林》詩： “帝城猶隱約， 家國無處所。” 
,隱轔,1.險峻不平貌。 ,《文選‧張衡＜西京賦＞》： “於前則 終南 、 太一 ， 隆崛崔崒， 隱轔鬱律。” 
,隱鬱,1.蔥蘢貌。 ,  南朝 梁 沈約 《郊居賦》： “惟 鍾巖 之隱鬱， 表皇都而作峻。” 
,雄遠,2.壯闊貌。  ,  清 方東樹 《＜劉悌堂詩集＞序》： “其山脈起伏， 蟠鬱千餘里， 舒廣雄遠， 自古以來， 多產賢豪英傑異士。”
,雄雄,1.威勢盛大貌；旺盛貌。 ; 2.眾多貌。  ,《楚辭‧大招》： “雄雄赫赫， 天德明只。” ;   明 湯顯祖 《紫釵記‧雄番竊霸》： “橫行 崑崙 嶺西， 片片雪花吹鐵甲；直透 赤濱河 北， 雄雄星宿立鑌刀。” 
,雅然,1.嚴正貌。 ,  晉 傅咸 《中郎將曹府君碑》： “ 伊公 立朝， 雅然正色。” 
,雅雅,1.文雅之士眾多貌。 ; 2.整肅貌。  ; 3.潔凈整齊貌。  ,《晉書‧劉惔傳》： “時人語曰： 洛中 雅雅有三 嘏 。” ;   唐 韓愈 《元和聖德詩》： “天兵四羅， 旂常婀娜， 駕龍十二， 魚魚雅雅。” ;   宋 葉適 《睦山堂銘》： “有簡婉婉， 有竹雅雅； 睦山 之下， 尚啟來者。”
,雍,2.歡悅貌。  ,《書‧無逸》： “其惟不言， 言乃雍。” 
,雍穆,2.莊重貌。  ,  茅盾 《新疆風土雜憶》： “載歌載舞， 歌為維語， 音調頗柔美……舞容亦婉約而雍穆。”
,雍雍,3.和洽貌；和樂貌。  ,《漢書‧王莽傳上》： “是以四海雍雍， 萬國慕義， 蠻夷殊俗， 不召自至。” 
,雒,3.不休息貌。 參見“ 雒雒 ”。  ,NA
,雜然,1.聚合貌。 雜， 通“ 集 ”。 ; 2.混雜貌。  ; 3.雜亂貌。  ,  宋 文天祥 《正氣歌》： “天地有正氣， 雜然賦流形。” ;   宋 羅大經 《鶴林玉露》卷十二： “充 仲宣 （ 王粲 ）之賦， 當與 子美 （ 杜甫 ）《岳陽樓》五言、 太白 《鳳凰臺》長句同帙而共編， 不當與 張翰 思 吳 之歎、 班超 玉門 之書、 馬援 浪泊西里之念雜然為一議狀也。” ; 《新唐書‧韋湊傳》： “乘輿將行， 或曰‘ 國忠 死， 不可往 蜀 ， 請之 河 隴 ’， 或請幸 太原 、 朔方 、 涼州 ， 或曰如京師， 雜然不一。” 
,離合,6.謂搖動、晃蕩。 亦形容撲朔迷離貌。  ,  三國 魏 曹植 《洛神賦》： “神光離合， 乍陰乍陽。” 
,離奇,1.盤繞屈曲貌。 ; 2.歪斜貌。  ,  漢 鄒陽 《几賦》： “迺成斯几， 離奇髣彿， 似龍盤馬迴， 鳳去鸞歸。” ;   清 徐大椿《洄溪道情‧時文嘆》： “讀得來口角離奇， 眼目眯萋， 腳底下不曉得高低， 大門外辨不出東西。” 
,離婁,1.雕鏤交錯分明貌。 ,《玉臺新詠‧古詩八首‧四坐且莫喧》： “雕文各異類， 離婁自相聯。” 
,離簁,1.濡濕貌。  ; 2.毛羽始生貌。  ; 3.濃密貌。  ,《樂府詩集‧相和歌辭十六‧白頭吟一》： “竹竿何嫋嫋， 魚尾何離簁。”一本作“ 簁簁 ”。  ; 《文選‧嵇康＜琴賦＞》： “紛文斐尾， 慊縿離纚。” ;   明 宋濂 《重榮桂記》： “門墉之內， 桂樹一章， 扶疏而離褷， 晝日成陰。” 
,難,2.茂盛貌。  ,《詩‧小雅‧隰桑》： “隰桑有阿， 其葉有難。” 
,雨散,2.如雨布散。 眾多貌。  ,《文選‧揚雄＜劇秦美新＞》： “雲動風偃， 霧集雨散。” 
,雨淋淋,1.大雨滂沱貌。 ; 2.被雨水淋濕貌。  ,  元 楊顯之 《瀟湘雨》第四摺： “我只見雨淋淋寫出 瀟湘 景， 更和這雲淡淡粧成水墨天。” ;   陳炎榮 《雨過天晴》： “門一開， 隨着一陣冷風， 二舅雨淋淋的走了進來。”
,雨集,1.奔趨貌。 ,  漢 王褒 《四子講德論》： “是以海內歡慕， 莫不風馳雨集。” 
,雨驟,3.群聚貌。  ,  唐 武三思 《大周封祀壇碑序》： “天子……者霧集， 叫龍圍者雨驟。” 
,雰霏,1.飄揚飛動貌。 ; 3.雨雪盛貌。  ,  晉 葛洪 《抱樸子‧暢玄》： “或滉漾於淵澄， 或雰霏而雲浮。” ;   明 張居正 《賀瑞雪表》之三： “玉質雰霏， 獻六花之嘉瑞。” 
,雲搖,3.顛沛流離貌。  ,  唐 宋之問 《至端州驛見題壁》詩： “雲搖雨散各翻飛， 海闊天長音信稀。” 
,雲矗,2.高聳貌。  ,  唐 王淮 《瑤臺月賦》： “駢階級以雲矗， 粲瓊英之霄皎。” 
,雲蒸,4.熱氣騰騰貌。  ,  南朝 梁簡文帝 《和贈逸民應詔》： “乾迴龍動， 雲蒸冰煥。” 
,雲蔚,2.盛貌。  ,  北魏 酈道元 《水經注‧溱水》： “交柯雲蔚， 霾天晦景。” 
,雲飛,8.飄揚貌。  ,  宋 張先 《宴春臺慢‧東都春日李閣使席上》詞： “雕觴霞灩， 翠幕雲飛。” 
,電射,2.喻怒視貌。  ,  唐 牛上士 《獅子賦》： “怒雙睛以電射， 揭一吼而雷震。”
,電激,4.目光炯炯貌。  ,  前蜀 貫休 《遇五天僧入五臺》詩之五： “電激青蓮目， 環垂紫磨金。”
,霅,1.《說文‧雨部》： “霅， 霅霅， 雷電貌。”引申為震懾。  ; 2.光耀閃爍貌。  ; 3.歡聲雷動貌。  ; 1.雨雹下貌。  ; 1.散開貌。  ,  明 馮夢龍 《古今譚概‧口碑》： “古來不肖之人， 皇靈不能使忌， 天譴不能使霅， 而獨畏匹夫匹婦之口， 何也？” 清 魏源 《聖武記》卷四： “兩 和卓 自去冬見王師以四百戰賊數萬， 繼以三千戰守數月， 已震霅天威。” ;   宋 梅堯臣 《依韻和正仲賦楊兵部吳興五題‧明月樓》： “霅霅前溪白， 蒼蒼後嶺巍。” ;   明 田汝成 《西湖游覽志餘‧版蕩凄涼》： “ 杭州 知府 福清 陳公 仕賢 ， 擊 楊璉真伽 等三髡像于 飛來峰 ， 梟之 靈隱山 下……聞者莫不霅然稱快。” ; 《後漢書‧馬融傳》： “矰碆飛流， 纖羅絡縸， 遊雉群驚， 晨鳧輩作， 翬然雲起， 霅爾雹落。” ; 《文選‧揚雄〈甘泉賦〉》“帥爾陰閉， 霅然陽開” 李善 注引 晉 晉灼 曰： “帥， 聚也。 霅， 散也。” 
,震震,2.威嚴壯盛貌。  ; 3.迅猛貌。  ; 4.抖動貌。  ,  漢 揚雄 《太玄‧釋》： “次七， 震震不侮， 濯漱其詬。” ; 《尉繚子‧武議》： “一人之兵， 如狼如虎， 如風如雨， 如雷如霆。 震震冥冥， 天下皆驚。” ;   清 蒲松齡 《聊齋志异‧蓮香》： “生窺問其誰， 妓自言為鬼。 生大懼， 齒震震有聲。”
,霈,1.雨雪充沛貌。  ,《初學記》卷二引《孟子》： “油然作雲， 霈然下雨。”今本《孟子‧梁惠王上》作“沛”。  
,霈霈,2.密雨貌。  ,《初學記》卷二引 南朝 宋 傅亮 《喜雨賦》： “春霆殷殷以遠響， 興雨霈霈於載塗。” 
,霍閃,2.閃動貌。  ,  魏巍 《火線春節夜》： “小火苗的光， 霍閃霍閃， 照着每一個年輕的臉， 紅艷艷的。”
,霏,1.雨雪盛貌。  ; 2.泛指濃密盛多貌。  ; 6.紛落貌。  ,《詩‧邶風‧北風》： “北風其喈， 雨雪其霏。” ; 《文選‧劉孝標〈廣絕交論〉》： “駱驛縱橫， 煙霏雨散。” ;   宋 梅堯臣 《和端式上人十詠‧幽谷泉》： “跳珠濺木葉， 激雨霏巖趾。”
,霏微,3.雨雪細小貌。  ,  唐 李端 《巫山高》詩： “回合雲藏日， 霏微雨帶風。” 
,霜縞,2.潔白貌。  ,《文選‧謝莊＜月賦＞》： “連觀霜縞， 周除冰淨。” 
,霜艷,2.明潔貌。  ,  宋 李呂 《滿庭芳》詞： “光拂星榆， 輪高金掌， 暮煙飄盡澄空。 素娥幽恨， 霜豔洗鉛紅。”
,霝,2.引申為水珠飛濺貌。  ,NA
,霞舉,1.高聳貌。 ; 2.風度軒昂貌。  ,  北魏 酈道元 《水經注‧濁漳水》： “雙闕昂藏， 石壁霞舉。” ;   晉 支遁 《釋迦文佛像贊》： “人欽其哲， 孰識其冥， 望之霞舉， 即亦雲津。” 
,霞蔚,1.雲霞盛起貌。 ; 2.鮮明華美貌。  ,  明 皇甫涍 《將命巡軺徙倚署閣》詩： “霞蔚見層巒， 花深隱群壑。” ; 《藝文類聚》卷五三引 北齊 邢劭 《為李衛軍疾以國子祭酒讓東平王表》： “斧藻川流， 雕篆霞蔚。” 
,霢,2.汗流貌。  ,  唐 陸龜蒙 《紀夢游甘露寺》詩： “怯懾不敢前， 荷襟汗霑霢。”
,霧吐,1.霧氣蒸騰貌。 ; 2.飄拂翻動貌。  ,《藝文類聚》卷八引 南朝 陳 沈炯 《答張種書》： “山高水深， 雲蒸霧吐。” ;   宋 柳永 《臨江仙引》詞： “疑水仙游泳， 向別浦相逢。 鮫絲霧吐漸收， 細腰無力轉嬌慵。”
,霧委,1.沛然四塞；充盛貌。 ,  南朝 梁 沈約 《內典序》： “感降參差， 雲霏霧委。” 
,霧節,1.儀仗盛貌。 ,  宋 黃機 《沁園春‧為潘郴州壽》詞： “霧節亭亭， 星旗曳曳， 導以 浮丘 雙玉童。 嬉遊處， 盡祥煙瑞雨， 霽月光風。” 
,霪,1.久雨；久雨貌。  ,  唐 楊衡 《南海苦雨寄贈王四侍御》詩： “暗溝夜滴滴， 荒庭晝霪霪。” 
,霫,1.雨降貌。  ,  宋 趙長卿 《臨江仙》詞： “晚涼如有意， 霫霫到山家。” 
,霮,1.雲濃重貌。  ; 2.露重貌。  ,NA; NA
,霮濧,1.雲濃重貌。 ; 2.露重貌。  ,NA; NA
,露筋,1.肌肉消盡， 血管突出貌。 ,  宋 米芾 《露筋之碑》： “則澤國之女， 噆膚露筋， 不就有幃之子。” 
,露蓋,1.車無帷蓋。 儀仗不整貌。 借指君王櫛風沐雨， 戎馬倥傯或蒙塵遭難。 ; 2.泛指勞苦狼狽貌。  ,《史記‧蕭相國世家》： “ 漢 三年， 漢王 與 項羽 相距 京 索 之閒， 上數使使勞苦丞相。  ;   宋 陸游 《謝晁運使啟》： “焦頭爛額， 本資眾力之同；露蓋暴衣， 至屈使華之重。”
,露骨,2.瘦骨嶙峋貌。  ,  宋 蘇軾 《見長蘆天禪師三絕》之一： “瑟瑟寒松露骨， 耽耽病虎垂頭。” 
,霽顏,1.收斂威怒之貌。 ; 2.指和顏悅色貌。  ,《明史‧楊榮傳》： “帝（ 成祖 ）威嚴， 與諸大臣議事未決， 或至發怒。  ;   清 蒲松齡 《聊齋志异‧閻羅宴》： “王者霽顏命坐， 即賜宴飲。” 
,霾,1.飛沙蔽天、日色無光貌。  ,《爾雅‧釋天》： “風而雨土為霾。” 
,靃,2.疾速貌。  ,  元 劉壎 《隱居通議‧理學二》： “是千載之已絕， 靃然如醉忽醒， 夢方覺也。” 
,靃靡,1.草木細弱， 隨風披拂貌。 ; 2.指草木茂密貌。  ,《楚辭‧劉安＜招隱士＞》： “青莎雜樹兮， 薠草靃靡。” ;   唐玄宗 《端午三殿宴群臣探得神字》詩序： “時雨近霽， 西郊靃靡而一色；炎雲作峰， 南山嵯峨而異勢。” 
,靄,2.籠罩貌。  ; 4.晦暝貌。  ; 5.濃盛貌。  ; 6.通“ 藹 ”。 和氣貌。  ,  唐 陳標 《秦王卷衣》詩： “ 秦王 宮闕靄春煙， 珠樹瓊枝近碧天。” ;   唐 王昌齡 《鄭縣宿陶太公館中贈馮六元二》詩： “飛雨祠上來， 靄然 關中 暮。” ;   陶曾佑 《中國文學之概觀》： “惟《陳情》一表， 仁孝之意靄如。” ;   蘇曼殊 《絳紗記》： “老人置其網， 靄然言曰： ‘客何謂而泣也？’”
,靉,1.雲氣濃盛貌。  ; 3.香煙繚繞貌。  ,  宋 歐陽修 《和徐生假山》： “靉若氣融結， 突如鬼鐫鑱。” ;   宋 蘇軾 《滿庭芳》詞： “香靉雕盤， 寒生冰箸。” 
,靉靉,1.雲盛貌。 ; 2.引申為濃盛貌。  ; 3.樹木茂盛貌。  ,  清 洪昇 《長生殿‧剿寇》： “不斷征雲靉靉。” ;   元 袁士元 《游東湖醉中歌》： “興盡歸來月猶在， 盤礡解裝春靉靉。” ;   元 顧瑛 《碧梧翠竹堂》詩： “高堂梧與竹， 靉靉排空青。”
