arthur,thomas,traditional,simplified,radsup,morphology,MC,OC,variant,Kroll,zdic,note,id
di4~li4,dì~lì,玓瓑,玓瓑,玉,RR,dek-lek,NA~NA,玓瓅？,glittering glint; twinkling sparkle,NA,cf. 瀝 li4; cf. 的皪 di4li4 (MC dek-lek),288
bin1~bin1,bīn~bīn,玢豳,玢豳,玉,RR,pin-pin,NA~*prə[n],NA,striped and streaked,NA,NA,81
ling2~long2,líng~lóng,玲瓏,玲珑,玉,RR,leng-luwng,NA~NA,NA,"goffered, honeycombed like open-work weave; onom. Tinkling of gems; clear and transparent",狀聲詞。形容玉聲。文選．班固．東都賦：「龢鑾玲瓏，天官景從。」明亮的樣子。唐．李白．玉階怨詩：「卻下水晶簾，玲瓏望秋月。」形容器物細緻精巧。唐．白居易．長恨歌：「樓閣玲瓏五雲起，其中綽約多仙子。」初刻拍案驚奇．卷七：「面前有座玲瓏四柱牌樓，抬頭看時，上面有個大匾額。」比喻人聰明、靈活。如：「玲瓏剔透」、「玲瓏活潑」。,NA,896
lang2~dang1,láng~dāng,琅當,琅当,NA,RR,lang-tang,*[r]ˤaŋ~*tˤaŋ,啷噹,"onom. Tinkling of pendants, bells etc., onom. Clanking of iron chains, onom. Clear tones of stone- chimes",NA,NA,782
wan3~yan3,wǎn~yǎn,琬琰,琬琰,玉,RR,'jwonX-'jemX,NA~NA,NA,"round-topped and pointed jade tablets; jade-stone gems, euphemism for fine virtue of character",琬圭及琰圭。泛指美玉。書經．顧命：「弘璧、琬琰在西序。」楚辭．屈原．遠遊：「吸飛泉之微液兮，懷琬琰之華英。」比喻君子的德性。南史．卷三十九．劉勔傳：「文史該富，琬琰為心，辭章博贍，玄黃成采。」,NA,1548
lin2~lang2,lín~láng,琳瑯,琳瑯,玉,RR,lim-lang,NA~NA,NA,"onom. Tinkling of gems; dazzling, gleaming and glittering",美玉。醉醒石．第十四回：「移將閬苑琳琅樹，卻作門前桃李花。」或作「琳瑯」。狀聲詞。形容玉的相擊聲。文選．何晏．景福殿賦：「流羽毛之威蕤，垂環玭之琳琅。」比喻優美的人才或珍貴的圖書。唐．柳宗元．答貢士沈起書：「又覽所著文，宏博中正，富我以琳琅珪壁之寶甚厚。」,NA,861
qiang1~ling2,qiāng~líng,瑲玲,瑲玲,玉,RR,tshjang-ljeng,NA~NA,NA,ting-a-ling,NA,NA,1255
cui3~can4,cuǐ~càn,璀璨,璀璨,玉,RR,tshwojX-tshanH,NA~NA,NA,gleam and glitter; grand and glorious,光明燦爛。晉．孫綽．遊天台山賦：「建木滅景于千尋，琪樹璀璨而垂珠。」聊齋志異．卷十一．香玉：「牡丹高丈餘，花時璀璨如錦。」近鮮豔、絢麗、燦爛反慘澹,NA,243
long2~cong1,lóng~cōng,瓏璁,珑璁,玉,RR,luwng-tshuwng,NA~NA,NA,onom. Tinkling of gems,金玉聲。唐．毛文錫．接賢賓．香韉鏤襜五色驄詞：「少年公子能乘馭，金鑣玉轡瓏璁。」頭髮蓬鬆的樣子。宋．辛棄疾．謁金門．歸去未詞：「遙想歸舟天際，綠鬢瓏璁慵理。」樹木青蔥的樣子。宋．朱熹．數日前與判院丈有宋村之約雪中有懷奉呈判院通判二丈詩：「玄空杳靄低迷外，碧樹瓏璁掩映間。」,cf. 玲瓏 ling2long2,918
di4~li4,dì~lì,的皪,的皪,白,RR,dek-lek,*[t-l]ˤewk~NA,NA,"sparkling spangles; bright things against a black background (pearls, fireflies, white birds, moonlight)",鮮明顯著的樣子。文選．左思．魏都賦：「丹藕凌波而的皪，綠芰泛濤而浸潭。」文選．張衡．思玄賦：「離朱脣而微笑兮，顏的皪以遺光。」,NA,289
pi4~ni4,pì~nì,睥睨,睥睨,目,RR,phejH-nghejH,NA~NA,"埤堄, 睥睨","look at askance, look at from the side, cut a glance at; eye disdainfully; spy at, be on the look-out for; also, spy-holes, observation holes in battlements",斜著眼睛看人，表示傲然輕視或不服氣的意思。近顧盼、傲視亦作「俾倪」。古代城牆上的矮牆。唐．盧綸．九日奉陪侍郎登白樓詩：「睥睨三層連步障，茱萸一朵映華簪。」唐．柳宗元．小石城山記：「其上為睥睨梁欐之形，其旁出堡塢，有若門焉。」亦作「俾倪」、「埤堄」。窺伺。即暗中觀望動靜，等待下手機會。北齊．顏之推．顏氏家訓．誡兵：「睥睨宮閫，幸災樂禍。」五代史平話．漢史．卷上：「惜乎天道好還，得國之後，坐席未溫，而郭威睥睨其間，已挈漢鼎而為周矣。」,NA,1153
kui2~hui1,kuí~huī,睽睢,睽睢,目,RR,khwej-xjwie,*kʷʰˤij~NA,NA,"glare and glower, fix a stare upon",NA,NA,756
mian4~xian4,miàn~xiàn,瞑眩,瞑眩,目,RR,menH-henH,NA~NA,NA,"seeing spots before the eyes, dizzy, woozy; stunned",服藥後產生頭暈目眩的反應。書經．說命：「若藥弗瞑眩，厥疾弗瘳。」,瞑 mian4 also ming2 (MC meng),1024
meng2~teng2,méng~téng,瞢騰,瞢腾,NA,RR,mjuwng-dong,NA~*lˤəŋ,NA,"dazed and dizzy, disoriented",神智不清的樣子。清．俞陛雲．浣溪沙．風皺柔懷水不如詞：「文梁斜日燕窺書，瞢騰渾不信當初。」半醉半醒的樣子。清．俞樾．金縷曲．次女繡孫詞：「算春來瞢騰一醉，綠陰如許。」,NA,999
zha4~luo4,zhà~luò,砟硌,砟硌,石,RR,tsak-lak,NA~NA,NA,"crookedly cragged, jaggedly jutting",NA,NA,2026
hong1~yin3,hōng~yǐn,硡隱,硡隐,NA,RR,xeang-'j+nX,NA~*[ʔ](r)ə[n]ʔ,NA,"onom. Of drums, bang and rumble",NA,NA,471
lu4~que4,lù~què,碌硞,碌硞,石,RR,luwk-khowk,NA~NA,NA,"scraped and scored, appearance of rocks battered by heavy waves",NA,NA,944
ling2~zeng1,líng~zēng,碐磳,碐磳,石,RR,ling-tsong,NA~NA,NA,"rugged and craggy, rough and broken (of uneven hills)",NA,NA,905
jie2~jia2,jié~jiá,碣磍,碣磍,石,RR,gjet-keat,NA~NA,NA,in full rage; raging and roaring (like a tiger),NA,NA,631
piao4~yao2,piào~yáo,票姚,票姚,NA,RR,phjiew-yew,*pʰew~NA,NA,"agile and alert, descriptive epithet used in some military titles",矯捷強勁。亦作「嫖姚」。漢代對將軍的稱號。亦作「嫖姚」。,NA,1179
diao4~ao2,diào~áo,稠嶅,稠嶅,NA,RR,dewH-ngaew,*[d]riw~NA,稠磝,"shake and quake, waver",NA,NA,293
yao3~tiao3,yǎo~tiǎo,窈窕,窈窕,穴,RR,'jewX-djewX,*ʔˤ[e]wʔ~*lˤ[e]wʔ,"䆗窱, 窈窕","of women, coy and comely, reticent and withdrawn, winsome but withdrawn, delicate and demure; but some indication that the term can instead imply seductive sensuality; covert depths, hidden recesses; quiet(ly) and private(ly)",幽靜美好的樣子。詩經．周南．關雎：「窈窕淑女，君子好逑。」清．王國維．蝶戀花．百尺朱樓臨大道詞：「獨倚闌干人窈窕，閒中數盡行人小。」妖冶的樣子。後漢書．卷八十四．列女傳．曹世叔妻傳：「入則亂髮壞形，出則窈窕作態。」深遠的樣子。文選．郭璞．江賦：「潛逵傍通，幽岫窈窕。」文選．陶淵明．歸去來辭：「既窈窕以尋壑，亦崎嶇而經丘。」,NA,1824
yao3~tiao3,yǎo~tiǎo,䆗窱,䆗窱,穴,RR,'jewX-thjewX,NA~NA,"䆗窱, 窈窕",dark and deep; (med.) supple suavity,NA,NA,1825
yao1~liao2,yāo~liáo,窐寥,窐寥,宀,RR,'aew-lew,NA~NA,NA,vast void; far-reaching and infinite,NA,窐 yao1 also gui1 (MC kwej),1805
bi4~li4,bì~lì,篳篥,筚篥,竹,RR,pjit-lit,*pi[t]~NA,觱篥,a kind of flute,樂器名。一種管樂器，以竹為管，以蘆為首，其聲甚悲。亦稱為「觱篥」。,instrument,70
yu1~yu2,yū~yú,紆餘,纡馀,NA,RR,'ju-yo,*qʷ(r)a~*la,NA,"crooks and quirks, twists and turns",曲折婉轉。文選．司馬相如．上林賦：「終始灞滻，出入涇渭，酆、鎬、潦、潏，紆餘委蛇，經營乎其內。」形容文章曲折。宋．蘇洵．上歐陽內翰第一書：「執事之文，紆餘委備。」,NA,1975
fen1~lun2,fēn~lún,紛綸,纷纶,糸,RR,phjun-lwin,NA~*k.rˤu[n] (dialect: *k.rˤ- > *kˤr-),NA,profusion; confusion; swarming; flurry; muddled; sundry,浩博。後漢書．卷八十三．逸民傳．井丹傳：「通五經，善談論，故京師為之語曰：『五經紛綸井大春。』」紛亂。唐．杜甫．麗人行：「犀箸厭飫久未下，鑾刀縷切空紛綸。」唐．李朝威．柳毅傳：「且以率肆胸臆，酧酢紛綸。」眾多的樣子。南朝齊．孔稚圭．北山移文：「常綢繆於結課，每紛綸於折獄。」繁美的樣子。三國．魏．嵇康．琴賦：「紛綸翕響，冠眾藝兮。」,synonymous with 紛紜 fen1yun2,369
fen1~pa1,fēn~pā,紛葩,纷葩,NA,RR,phjun-phae,NA~NA,NA,"in full bloom, profusely spread",盛多。漢．馬融．長笛賦：「紛葩爛漫，誠可喜也。」議論紛紛的樣子。南朝宋．劉義慶．世說新語．輕詆「簡文與許玄度共語」句下劉孝標．注引邴原別傳：「諸人紛葩，或父、或君。」,NA,370
luo4~yi4,luò~yì,絡繹,络绎,糸,RR,lak-yek,NA~NA,NA,"continously connected, threaded throughout, unbroken",前後相連，繼續不斷。三國演義．第七十七回：「正商議間，荊州捷報使命，絡繹而至。」明．徐渭．雌木蘭．第一齣：「軍書絡繹，有十二卷來的，卷卷有俺家爺的名字。」亦作「駱驛」。,NA,960
yin1~yun1,yīn~yūn,絪縕,絪縕,糸,RR,'jin-'jun,NA~NA,"氤氳, 絪縕, 茵蒀","thick-gathering mists, heavy haze, enveloping fog",NA,NA,1917
lin2~li2,lín~lí,綝纚,綝纚,糸,RR,lim-lje,NA~*[r]e,NA,lush and dense (vegetation),衣裳毛羽下垂的樣子。楚辭．王襃．九懷．通路：「翠縹兮為裳，舒佩兮綝纚。」盛飾的樣子。文選．張衡．思玄賦：「冠嵒嵒其映蓋兮，珮綝纚以煇煌。」,NA,863
shen1~xi3,shēn~xǐ,綝纚,綝纚,糸,RR,srim-srjeX,NA~*[r]e,NA,"dangling fringe; feathered tufts (of clothing), trailing downward",衣裳毛羽下垂的樣子。楚辭．王襃．九懷．通路：「翠縹兮為裳，舒佩兮綝纚。」盛飾的樣子。文選．張衡．思玄賦：「冠嵒嵒其映蓋兮，珮綝纚以煇煌。」,綝shen1 also read as chen1 or lin2; 纚 xi3 also read as li2,1389
chou2~mou2,chóu~móu,綢繆,绸缪,糸,RR,drjew-mjuw,*[d]riw~NA,NA,wrap round; tightly tied; closely connected (feeling),親密、纏綿。文選．李陵．與蘇武詩三首之二：「獨有盈觴酒，與子結綢繆。」清．龔自珍．浪淘沙．好夢最難留詞：「中有話綢繆，燈火簾鉤，是仙是幻是溫柔。」近繾綣、纏綿纏縛。引申為修補，使之堅固。詩經．豳風．鴟鴞：「徹彼桑土，綢繆牖戶。」花朵稠密的樣子。文選．左思．吳都賦：「榮色雜糅，綢繆縟繡。」,NA,203
cui4~can4,cuì~càn,綷粲,綷粲,NA,RR,tswojH-tshanH,NA~*[tsʰ]ˤar-s,NA,"onom. Rustling of silk, swishing sound",NA,NA,246
cui4~cai4,cuì~cài,綷縩,綷縩,糸,RR,tswojH-tshoJH,NA~NA,NA,"onom. Rustling of silk, swishing sound",狀聲詞。形容衣服摩擦的聲音。漢．班倢伃．自悼賦：「感帷裳兮發紅羅，紛綷縩兮紈素聲。」,NA,245
chuo4~yue1,chuò~yuē,綽約,绰约,糸,RR,tsyhak-'jak,*tʰawk~*[q]ewk-s,NA,"even-tempered, obliging, tender and ductile; tender and listless, relaxed and restrained",柔媚婉約。莊子．逍遙遊：「肌膚若冰雪，綽約若處子。」聊齋志異．卷二．聶小倩：「母見其綽約可愛，始敢與言。」亦作「婥約」。,NA,223
liao2~rao4,liáo~rào,繚繞,缭绕,糸,RR,lew-nyewH,NA~*[ŋ]ewʔ (< uvular?),NA,reeling and wheeling,環繞、盤旋。元．關漢卿．魯齋郎．第三折：「常則是笙簫繚繞了鬟簇，三盃酒滿金鸚鵡。」文明小史．第三十五回：「華巖上更有一樁奇景，就是瀑布，有二十多丈寬，七十多丈長，望上去煙雲繚繞，底下漭騰澎湃，有若雷鳴。」飄搖。文選．張衡．南都賦：「脩袖繚繞而滿庭，羅襪躡蹀而容與。」,NA,851
bin1~fen1,bīn~fēn,繽紛,缤纷,糸,RR,phin-phjun,NA~NA,NA,"plentiful, diverse and varied, jumbled and muddled",雜亂而繁盛的樣子。晉．陶淵明．桃花源記：「芳草鮮美，落英繽紛。」紅樓夢．第十七、十八回：「只見園中香煙繚繞，花彩繽紛，處處燈光相映，時時細樂聲喧，說不盡這太平氣象，富貴風流。」,NA,83
qian3~quan3,qiǎn~quǎn,繾綣,缱绻,糸,RR,khjenX-khjwonX,NA~NA,NA,"near and dear to, inseparably attached; getting on grandly",情意纏綿不忍分離的樣子。唐．元稹．會真詩三十韻：「留連時有限，繾綣意難終。」二刻拍案驚奇．卷十七：「兩個解衣就枕，魚水歡情，極其繾綣。」近綢繆、纏綿,NA,1251
xi4~he4,xì~hè,翕赫,翕赫,NA,RR,xip-xaek,*qʰ(r)[ə]p~*qʰˤrak,NA,"grandiose, majestic; illustrious, brilliant",盛大的樣子。漢書．卷九十七．外戚傳下．孝成班倢伃傳：「蒙聖皇之渥惠兮，當日月之盛明；揚光烈之翕赫兮，奉隆寵於增成。」文選．揚雄．甘泉賦：「翕赫曶霍霧集而蒙合兮，半散昭爛粲以成章。」,NA,1643
pian1~piao1,piān~piāo,翩飄,翩飘,NA,RR,phjen-bjew,*pʰe[n]~NA,NA,"effortless glide, easy flight; lightsome lightness, freely fluttering; also, facile, smooth, skillfully designed so as to seem effortless, esp. of literature",NA,NA,1160
lian2~quan2,lián~quán,聯卷,联卷,NA,RR,ljen-gwjen,NA~*[k](r)o[n]ʔ,NA,"curved and curled, sinous swirl, wavy",NA,NA,829
lian2~juan1,lián~juān,聯娟,联娟,NA,RR,ljen-'jwen,NA~NA,NA,"closely curved (women's eyebrows), gracefully curved",眉毛微彎、美好的樣子。文選．曹植．洛神賦：「雲髻峨峨，脩眉聯娟。」亦作「連娟」。,NA,824
fang1~fei1,fāng~fēi,芳菲,芳菲,艸,RR,phjang-phj+jX,*[pʰ]aŋ~NA,NA,"fragrant and flourishing, redolent loveliness",花草的芳香。漢．無名氏．古詩三首之一：「芳菲不相投，青黃忽改色。」唐．駱賓王．帝京篇詩：「倡婦銀鉤采桑路，倡家桃李自芳菲。」花草。唐．陸龜蒙．闔閭城北有賣花翁討春之士往往造焉因招襲美詩：「十畝芳菲為舊業，一家煙雨是元功。」,NA,348
ran3~ruo4,rǎn~ruò,苒弱,苒弱,NA,RR,nyemX-nyak,NA~*newk,NA,"(med.) supplely graceful, lithe and pliant",草茂盛的樣子。舞動的樣子。唐．張說．東都酺宴詩．序：「是日六樂振作，萬舞苒弱。」,NA,1331
ran3~ren3,rǎn~rěn,苒荏,苒荏,艸,RR,nyemX-nyimX,NA~*n[ə]mʔ (< *num?),"苒荏,荏苒","(med.) imperceptibly passing, gradually going (of time)",展轉，漸漸的樣子。晉．陸雲．與楊彥明書：「時去苒荏，歲行復半。」亦作「荏苒」。,NA,1330
ben3~zun3,běn~zǔn,苯䔿,苯䔿,艸,RR,pwonH-tswonH,NA~NA,NA,raggedly overgrown,NA,NA,52
ping2~ying2,píng~yíng,苹縈,苹萦,艸,RR,phjeang-jyweng,*[b]ˤeŋ~NA,NA,whirling and twirling,迴旋的樣子。文選．馬融．長笛賦：「爭湍苹縈，汨活澎濞。」,NA,1197
ci3~zhi4,cǐ~zhì,茈虒,茈虒,NA,RR,tsjeX-dryeX,NA~*s.le,NA,"uneven, high and low, higgledy-piggledy",NA,zhi4 usually pronounced si1; ci3 as zi3,226
mang2~mei4,máng~mèi,茫昧,茫昧,NA,RR,mang-mwojH,NA~*mˤ[u][t]-s,NA,"vague and vest, stretching farther than they eye can see; immeasurable",幽暗不可知。晉．陶淵明．怨詩楚調示龐主簿鄧治中詩：「天道幽且遠，鬼神茫昧然。」南朝梁．劉勰．文心雕龍．宗經：「書實記言，而訓詁茫昧，通乎爾雅，則文意曉然。」,NA,974
mang2~yang2,máng~yáng,茫洋,茫洋,水,RR,mang-yang,NA~*ɢ(r)aŋ,NA,"vague and vest, stretching farther than they eye can see; immeasurable",廣大而無邊際的樣子。唐．韓愈．雜說：「然龍乘是氣，茫洋窮乎玄間，薄日月，伏光景，感震電，神變化，水下土，汨陵谷。」,NA,976
yin1~yun1,yīn~yūn,茵蒀,茵蒀,艸,RR,'jin-'jun,NA~NA,"氤氳, 絪縕, 茵蒀","thick-gathering mists, heavy haze, enveloping fog",NA,NA,1918
ren3~ran3,rěn~rǎn,荏苒,荏苒,艸,RR,nyimX-nyemX,*n[ə]mʔ (< *num?)~NA,"苒荏,荏苒","(med.) imperceptibly passing, gradually going (of time)",時間漸漸過去。文選．潘岳．悼亡詩三首之一：「荏苒冬春謝，寒暑忽流易。」三國演義．第三十七回：「光陰荏苒，又早新春。」亦作「苒荏」。,NA,1338
mang3~cang3,mǎng~cǎng,莽蒼,莽苍,艸,RR,mangX-tshangX,NA~*[tsʰ]ˤaŋ,NA,"faint, blurred, boundless, indistinct",郊野蒼茫廣大的景色。莊子．逍遙遊：「適莽蒼者三餐而反，腹猶果然。」宋．陸游．哀郢詩二首之一：「章華歌舞終蕭瑟，雲夢風煙舊莽蒼。」,NA,977
la1~la4,lā~là,菈擸,菈擸,手,RR,lop-lop,NA~NA,NA,"burst apart, crack, split open; crashing din",NA,NA,772
qi1~fei3,qī~fěi,萋斐,萋斐,NA,RR,tshej-phj+jX,*[tsʰ]ˤəj~NA,NA,interlocking pattern of color on silkstuff,NA,NA,1215
wei3~rui2,wěi~ruí,萎蕤,萎蕤,艸,RR,'jweX-nyea,NA~NA,"萎蕤, 葳蕤","sealwort, fragrant solomon's seal (Polygonatum odoratum), small herbaceous plant with unbranched curved stem and small hanging greenish-white flowers, favors moist areas, used medicinally",植物名。百合科黃精屬，多年生草本。莖高一、二尺，生於山野中。葉互生，橢圓形或卵形，有平行脈。初夏開小筒狀花，色白帶綠。根莖可製澱粉，或供食用，又可為外用藥。,wei3 usually read as wei1; is this an ideophone?,1572
pu2~fu2,pú~fú,葡伏,葡伏,NA,RR,bu-bjuwk,NA~*[b]ək-s,"匍匐,  葡服, 葡伏",creep and crawl,NA,NA,1206
pu2~fu2,pú~fú,葡服,葡服,NA,RR,bu-bjuwk,NA~*[b]ək,"匍匐,  葡服, 葡伏",creep and crawl,NA,NA,1207
pa1~hua2,pā~huá,葩華,葩华,艸,RR,phae-xwae,NA~*qʷʰˤra,NA,spread and scatter; spread and sprawl,NA,NA,1089
wei1~rui2,wēi~ruí,葳蕤,葳蕤,艸,RR,'j+j-nyea,NA~NA,"萎蕤, 葳蕤","full-hanging foliage, riotously lush; sealwort, fragrant solomon's seal (Polygonatum odoratum), small herbaceous plant with unbranched curved stem and small hanging greenish-white flowers, favors moist areas, used medicinally",形容枝葉繁密，草木茂盛的樣子。文選．王粲．公讌詩：「昊天降豐澤，百卉挺葳蕤。」唐．張九齡．感遇詩十二首之一：「蘭葉春葳蕤，桂華秋皎潔。」形容委靡不振，慵懶怠惰。紅樓夢．第二十六回：「襲人曰：『你出去了就好了。只管這麼葳蕤，越發心裡煩膩。』寶玉無精打彩的，只得依他。」,plant to ideophone extension,1563
cang1~mang3,cāng~mǎng,蒼莽,苍莽,艸,RR,tshangX~mangX,*[tsʰ]ˤaŋ~NA,NA,distantly indistinct; blurred; in a haze; dazed,郊野景色看不清的樣子。聊齋志異．卷三．夜叉國：「開眼至一處，深山蒼莽。」,"MC reading diff., also cang2 vs. cang3",116
cang1~huang2,cāng~huáng,蒼黃,苍黄,NA,RR,tshang-hwang,*[tsʰ]ˤaŋ~*N-kʷˤaŋ,NA,"turn upside-down; shocked, fazed",NA,NA,113
mie4~meng2,miè~méng,蔑蒙,蔑蒙,艸,RR,met-muwng,*mˤet~*mˤoŋ,NA,"rapidly running, flitting; drifting along",疾速飛揚的樣子。史記．卷一一七．司馬相如傳：「糾蓼叫奡蹋以艐路兮，蔑蒙踊躍騰而狂趡。」借指雲、霧等。後漢書．卷五十九．張衡傳：「涉清霄而升遐兮，浮蔑蒙而上征。」,NA,1032
bi4~fei4,bì~fèi,蔽芾,蔽芾,艸,RR,pjiejH-pj+jH,*pe[t]-s~NA,NA,"runty, stunted, half-grown",茂盛的樣子。詩經．召南．甘棠：「蔽芾甘棠，勿翦勿伐。」宋．朱熹．詩集傳．卷一．召南．甘棠：「蔽芾，盛貌。」,NA,66
zui4~er3,zuì~ěr,蕞爾,蕞尔,NA,RR,dzwajH-nejX,NA~*nˤ[ə][r]ʔ,NA,"inconsequential, negligible, of no account",很小的樣子。左傳．昭公七年：「蕞爾國，而三世執其政柄。」,is this an ideophone?,2108
